Time,x1,x2,x3,y
1.1400000000000001,0.008610291577305352,4.235776700143356e-05,1.693558845546179e-05,1.693558845546179e-05
1.141,0.008616360715700233,4.242471098093323e-05,1.69779796910548e-05,1.69779796910548e-05
1.1420000000000001,0.008622427606682293,4.249169572532373e-05,1.7020437891011953e-05,1.7020437891011953e-05
1.143,0.00862849225108375,4.255872120820824e-05,1.7062963096084945e-05,1.7062963096084945e-05
1.1440000000000001,0.00863455464973652,4.2625787403201675e-05,1.7105555346999073e-05,1.7105555346999073e-05
1.145,0.008640614803472207,4.2692894283930664e-05,1.7148214684453258e-05,1.7148214684453258e-05
1.1460000000000001,0.008646672713122108,4.276004182403354e-05,1.7190941149120056e-05,1.7190941149120056e-05
1.147,0.00865272837951721,4.282722999716036e-05,1.7233734781645667e-05,1.7233734781645667e-05
1.1480000000000001,0.008658781803488195,4.2894458776972866e-05,1.727659562264994e-05,1.727659562264994e-05
1.149,0.008664832985865439,4.296172813714452e-05,1.73195237127264e-05,1.73195237127264e-05
1.1500000000000001,0.008670881927479007,4.302903805136048e-05,1.7362519092442242e-05,1.7362519092442242e-05
1.151,0.008676928629158656,4.3096388493317576e-05,1.7405581802338366e-05,1.7405581802338366e-05
1.1520000000000001,0.00868297309173384,4.316377943672433e-05,1.744871188292936e-05,1.744871188292936e-05
1.153,0.008689015316033702,4.323121085530096e-05,1.7491909374703536e-05,1.7491909374703536e-05
1.154,0.00869505530288708,4.3298682722779336e-05,1.753517431812293e-05,1.753517431812293e-05
1.155,0.008701093053122505,4.336619501290302e-05,1.757850675362331e-05,1.757850675362331e-05
1.156,0.008707128567568199,4.343374769942724e-05,1.7621906721614203e-05,1.7621906721614203e-05
1.157,0.00871316184705208,4.350134075611887e-05,1.766537426247889e-05,1.766537426247889e-05
1.158,0.008719192892401757,4.356897415675645e-05,1.7708909416574422e-05,1.7708909416574422e-05
1.159,0.008725221704444536,4.3636647875130186e-05,1.7752512224231647e-05,1.7752512224231647e-05
1.16,0.008731248284007414,4.370436188504191e-05,1.7796182725755195e-05,1.7796182725755195e-05
1.161,0.00873727263191708,4.377211616030512e-05,1.7839920961423513e-05,1.7839920961423513e-05
1.162,0.008743294748999922,4.383991067474494e-05,1.7883726971488864e-05,1.7883726971488864e-05
1.163,0.008749314636082018,4.3907745402198134e-05,1.792760079617734e-05,1.792760079617734e-05
1.164,0.008755332293989141,4.397562031651309e-05,1.797154247568888e-05,1.797154247568888e-05
1.165,0.00876134772354676,4.404353539154983e-05,1.8015552050197273e-05,1.8015552050197273e-05
1.166,0.008767360925580035,4.4111490601179986e-05,1.8059629559850175e-05,1.8059629559850175e-05
1.167,0.008773371900913823,4.4179485919286814e-05,1.8103775044769123e-05,1.8103775044769123e-05
1.168,0.008779380650372676,4.424752131976518e-05,1.8147988545049537e-05,1.8147988545049537e-05
1.169,0.008785387174780838,4.431559677652155e-05,1.8192270100760746e-05,1.8192270100760746e-05
1.17,0.00879139147496225,4.4383712263474e-05,1.823661975194598e-05,1.823661975194598e-05
1.171,0.008797393551740544,4.445186775455221e-05,1.82810375386224e-05,1.82810375386224e-05
1.172,0.008803393405939055,4.4520063223697444e-05,1.8325523500781107e-05,1.8325523500781107e-05
1.173,0.008809391038380805,4.458829864486254e-05,1.837007767838714e-05,1.837007767838714e-05
1.174,0.008815386449888517,4.465657399201195e-05,1.8414700111379495e-05,1.8414700111379495e-05
1.175,0.008821379641284604,4.4724889239121676e-05,1.8459390839671148e-05,1.8459390839671148e-05
1.176,0.008827370613391181,4.479324436017932e-05,1.850414990314905e-05,1.850414990314905e-05
1.177,0.008833359367030051,4.486163932918403e-05,1.8548977341674153e-05,1.8548977341674153e-05
1.178,0.00883934590302272,4.493007412014654e-05,1.8593873195081406e-05,1.8593873195081406e-05
1.179,0.008845330222190383,4.499854870708913e-05,1.8638837503179773e-05,1.8638837503179773e-05
1.18,0.008851312325353937,4.506706306404564e-05,1.8683870305752253e-05,1.8683870305752253e-05
1.181,0.008857292213333971,4.513561716506146e-05,1.8728971642555884e-05,1.8728971642555884e-05
1.182,0.008863269886950772,4.520421098419354e-05,1.8774141553321748e-05,1.8774141553321748e-05
1.183,0.008869245347024322,4.527284449551035e-05,1.8819380077755e-05,1.8819380077755e-05
1.184,0.0088752185943743,4.534151767309191e-05,1.8864687255534858e-05,1.8864687255534858e-05
1.185,0.008881189629820083,4.541023049102978e-05,1.8910063126314634e-05,1.8910063126314634e-05
1.186,0.00888715845418074,4.547898292342703e-05,1.8955507729721738e-05,1.8955507729721738e-05
1.187,0.008893125068275044,4.554777494439827e-05,1.9001021105357682e-05,1.9001021105357682e-05
1.188,0.008899089472921456,4.561660652806962e-05,1.9046603292798104e-05,1.9046603292798104e-05
1.189,0.008905051668938142,4.568547764857872e-05,1.909225433159277e-05,1.909225433159277e-05
1.19,0.00891101165714296,4.57543882800747e-05,1.9137974261265592e-05,1.9137974261265592e-05
1.191,0.008916969438353467,4.582333839671823e-05,1.9183763121314637e-05,1.9183763121314637e-05
1.192,0.008922925013386917,4.589232797268146e-05,1.9229620951212136e-05,1.9229620951212136e-05
1.193,0.008928878383060262,4.596135698214803e-05,1.92755477904045e-05,1.92755477904045e-05
1.194,0.00893482954819015,4.6030425399313084e-05,1.9321543678312328e-05,1.9321543678312328e-05
1.195,0.008940778509592927,4.609953319838325e-05,1.9367608654330423e-05,1.9367608654330423e-05
1.196,0.008946725268084637,4.616868035357664e-05,1.94137427578278e-05,1.94137427578278e-05
1.197,0.008952669824481023,4.623786683912284e-05,1.9459946028147693e-05,1.9459946028147693e-05
1.198,0.008958612179597526,4.6307092629262905e-05,1.9506218504607575e-05,1.9506218504607575e-05
1.199,0.00896455233424928,4.637635769824937e-05,1.9552560226499165e-05,1.9552560226499165e-05
1.2,0.008970490289251124,4.6445662020346224e-05,1.959897123308844e-05,1.959897123308844e-05
1.201,0.008976426045417592,4.651500556982892e-05,1.964545156361565e-05,1.964545156361565e-05
1.202,0.008982359603562917,4.658438832098436e-05,1.9692001257295324e-05,1.9692001257295324e-05
1.203,0.008988290964501029,4.665381024811091e-05,1.973862035331628e-05,1.973862035331628e-05
1.204,0.008994220129045558,4.672327132551837e-05,1.978530889084164e-05,1.978530889084164e-05
1.205,0.009000147098009833,4.679277152752798e-05,1.983206690900885e-05,1.983206690900885e-05
1.206,0.00900607187220688,4.686231082847242e-05,1.9878894446929674e-05,1.9878894446929674e-05
1.207,0.009011994452449427,4.6931889202695804e-05,1.9925791543690222e-05,1.9925791543690222e-05
1.208,0.009017914839549898,4.7001506624553676e-05,1.9972758238350946e-05,1.9972758238350946e-05
1.209,0.009023833034320418,4.7071163068413e-05,2.0019794569946662e-05,2.0019794569946662e-05
1.21,0.009029749037572811,4.714085850865215e-05,2.0066900577486564e-05,2.0066900577486564e-05
1.211,0.0090356628501186,4.721059291966092e-05,2.0114076299954223e-05,2.0114076299954223e-05
1.212,0.009041574472769008,4.7280366275840524e-05,2.016132177630761e-05,2.016132177630761e-05
1.213,0.009047483906334955,4.735017855160356e-05,2.02086370454791e-05,2.02086370454791e-05
1.214,0.009053391151627066,4.742002972137404e-05,2.0256022146375487e-05,2.0256022146375487e-05
1.215,0.00905929620945566,4.7489919759587366e-05,2.0303477117877994e-05,2.0303477117877994e-05
1.216,0.00906519908063076,4.755984864069034e-05,2.035100199884229e-05,2.035100199884229e-05
1.217,0.009071099765962088,4.7629816339141136e-05,2.0398596828098492e-05,2.0398596828098492e-05
1.218,0.009076998266259064,4.769982282940932e-05,2.044626164445118e-05,2.044626164445118e-05
1.219,0.009082894582330813,4.7769868085975834e-05,2.049399648667941e-05,2.049399648667941e-05
1.22,0.009088788714986156,4.783995208333299e-05,2.0541801393536725e-05,2.0541801393536725e-05
1.221,0.009094680665033616,4.791007479598446e-05,2.058967640375117e-05,2.058967640375117e-05
1.222,0.009100570433281416,4.798023619844531e-05,2.0637621556025296e-05,2.0637621556025296e-05
1.223,0.009106458020537481,4.8050436265241925e-05,2.0685636889036172e-05,2.0685636889036172e-05
1.224,0.009112343427609436,4.8120674970912075e-05,2.0733722441435403e-05,2.0733722441435403e-05
1.225,0.009118226655304608,4.8190952290004866e-05,2.0781878251849134e-05,2.0781878251849134e-05
1.226,0.009124107704430022,4.8261268197080746e-05,2.083010435887807e-05,2.083010435887807e-05
1.227,0.009129986575792408,4.833162266671152e-05,2.087840080109748e-05,2.087840080109748e-05
1.228,0.009135863270198195,4.840201567348032e-05,2.0926767617057208e-05,2.0926767617057208e-05
1.229,0.009141737788453515,4.84724471919816e-05,2.0975204845281686e-05,2.0975204845281686e-05
1.23,0.009147610131364198,4.8542917196821155e-05,2.102371252426995e-05,2.102371252426995e-05
1.231,0.00915348029973578,4.861342566261611e-05,2.1072290692495646e-05,2.1072290692495646e-05
1.232,0.009159348294373496,4.868397256399488e-05,2.1120939388407042e-05,2.1120939388407042e-05
1.233,0.009165214116082284,4.875455787559723e-05,2.1169658650427042e-05,2.1169658650427042e-05
1.234,0.009171077765666783,4.88251815720742e-05,2.1218448516953194e-05,2.1218448516953194e-05
1.235,0.009176939243931335,4.889584362808815e-05,2.1267309026357704e-05,2.1267309026357704e-05
1.236,0.009182798551679984,4.896654401831275e-05,2.1316240216987443e-05,2.1316240216987443e-05
1.237,0.009188655689716475,4.903728271743295e-05,2.136524212716396e-05,2.136524212716396e-05
1.238,0.009194510658844256,4.9108059700145006e-05,2.1414314795183503e-05,2.1414314795183503e-05
1.239,0.00920036345986648,4.917887494115645e-05,2.1463458259317016e-05,2.1463458259317016e-05
1.24,0.009206214093585997,4.924972841518609e-05,2.1512672557810154e-05,2.1512672557810154e-05
1.241,0.009212062560805366,4.932062009696403e-05,2.1561957728883303e-05,2.1561957728883303e-05
1.242,0.009217908862326844,4.939154996123163e-05,2.1611313810731578e-05,2.1611313810731578e-05
1.243,0.009223752998952395,4.946251798274153e-05,2.1660740841524845e-05,2.1660740841524845e-05
1.244,0.00922959497148368,4.953352413625764e-05,2.1710238859407727e-05,2.1710238859407727e-05
1.245,0.009235434780722071,4.9604568396555105e-05,2.175980790249962e-05,2.175980790249962e-05
1.246,0.009241272427468639,4.967565073842035e-05,2.1809448008894693e-05,2.1809448008894693e-05
1.247,0.009247107912524156,4.9746771136651036e-05,2.1859159216661914e-05,2.1859159216661914e-05
1.248,0.009252941236689101,4.9817929566056075e-05,2.1908941563845054e-05,2.1908941563845054e-05
1.249,0.009258772400763657,4.9889126001455624e-05,2.195879508846269e-05,2.195879508846269e-05
1.25,0.009264601405547707,4.9960360417681075e-05,2.200871982850824e-05,2.200871982850824e-05
1.2510000000000001,0.009270428251840842,5.003163278957505e-05,2.205871582194994e-05,2.205871582194994e-05
1.252,0.009276252940442355,5.01029430919914e-05,2.2108783106730896e-05,2.2108783106730896e-05
1.2530000000000001,0.009282075472151242,5.01742912997952e-05,2.2158921720769052e-05,2.2158921720769052e-05
1.254,0.009287895847766205,5.024567738786276e-05,2.220913170195724e-05,2.220913170195724e-05
1.2550000000000001,0.00929371406808565,5.031710133108157e-05,2.225941308816316e-05,2.225941308816316e-05
1.256,0.009299530133907686,5.0388563104350366e-05,2.230976591722942e-05,2.230976591722942e-05
1.2570000000000001,0.009305344046030126,5.046006268257906e-05,2.2360190226973516e-05,2.2360190226973516e-05
1.258,0.009311155805250491,5.053160004068879e-05,2.241068605518787e-05,2.241068605518787e-05
1.2590000000000001,0.009316965412366002,5.060317515361187e-05,2.246125343963983e-05,2.246125343963983e-05
1.26,0.00932277286817359,5.067478799629183e-05,2.251189241807168e-05,2.251189241807168e-05
1.2610000000000001,0.009328578173469887,5.074643854368337e-05,2.2562603028200652e-05,2.2562603028200652e-05
1.262,0.009334381329051232,5.081812677075237e-05,2.261338530771894e-05,2.261338530771894e-05
1.2630000000000001,0.009340182335713666,5.088985265247591e-05,2.266423929429371e-05,2.266423929429371e-05
1.264,0.00934598119425294,5.096161616384222e-05,2.2715165025567107e-05,2.2715165025567107e-05
1.2650000000000001,0.009351777905464508,5.1033417279850726e-05,2.2766162539156273e-05,2.2766162539156273e-05
1.266,0.009357572470143526,5.110525597551199e-05,2.2817231872653357e-05,2.2817231872653357e-05
1.2670000000000001,0.009363364889084862,5.1177132225847765e-05,2.286837306362552e-05,2.286837306362552e-05
1.268,0.009369155163083086,5.1249046005890934e-05,2.291958614961495e-05,2.291958614961495e-05
1.2690000000000001,0.009374943292932474,5.132099729068555e-05,2.2970871168138884e-05,2.2970871168138884e-05
1.27,0.009380729279427007,5.1392986055286805e-05,2.302222815668959e-05,2.302222815668959e-05
1.2710000000000001,0.009386513123360375,5.146501227476104e-05,2.3073657152734414e-05,2.3073657152734414e-05
1.272,0.009392294825525971,5.1537075924185726e-05,2.3125158193715763e-05,2.3125158193715763e-05
1.2730000000000001,0.009398074386716896,5.160917697864948e-05,2.317673131705113e-05,2.317673131705113e-05
1.274,0.009403851807725957,5.1681315413252044e-05,2.3228376560133107e-05,2.3228376560133107e-05
1.2750000000000001,0.009409627089345667,5.1753491203104285e-05,2.3280093960329386e-05,2.3280093960329386e-05
1.276,0.009415400232368244,5.182570432332819e-05,2.3331883554982773e-05,2.3331883554982773e-05
1.2770000000000001,0.009421171237585617,5.189795474905686e-05,2.338374538141121e-05,2.338374538141121e-05
1.278,0.009426940105789417,5.197024245543451e-05,2.3435679476907768e-05,2.3435679476907768e-05
1.2790000000000001,0.009432706837770985,5.2042567417616474e-05,2.3487685878740678e-05,2.3487685878740678e-05
1.28,0.00943847143432137,5.211492961076917e-05,2.3539764624153323e-05,2.3539764624153323e-05
1.281,0.009444233896231322,5.218732901007013e-05,2.3591915750364263e-05,2.3591915750364263e-05
1.282,0.009449994224291304,5.225976559070797e-05,2.364413929456724e-05,2.364413929456724e-05
1.283,0.009455752419291485,5.233223932788241e-05,2.369643529393119e-05,2.369643529393119e-05
1.284,0.009461508482021739,5.2404750196804236e-05,2.3748803785600253e-05,2.3748803785600253e-05
1.285,0.009467262413271652,5.247729817269533e-05,2.3801244806693788e-05,2.3801244806693788e-05
1.286,0.009473014213830512,5.254988323078864e-05,2.3853758394306377e-05,2.3853758394306377e-05
1.287,0.009478763884487321,5.262250534632819e-05,2.3906344585507844e-05,2.3906344585507844e-05
1.288,0.009484511426030783,5.2695164494569085e-05,2.3959003417343264e-05,2.3959003417343264e-05
1.289,0.009490256839249313,5.276786065077748e-05,2.401173492683297e-05,2.401173492683297e-05
1.29,0.009496000124931035,5.2840593790230583e-05,2.4064539150972567e-05,2.4064539150972567e-05
1.291,0.009501741283863779,5.291336388821667e-05,2.4117416126732942e-05,2.4117416126732942e-05
1.292,0.009507480316835083,5.298617092003506e-05,2.4170365891060276e-05,2.4170365891060276e-05
1.293,0.009513217224632194,5.305901486099612e-05,2.4223388480876057e-05,2.4223388480876057e-05
1.294,0.00951895200804207,5.313189568642126e-05,2.427648393307709e-05,2.427648393307709e-05
1.295,0.009524684667851373,5.320481337164292e-05,2.4329652284535498e-05,2.4329652284535498e-05
1.296,0.009530415204846479,5.327776789200458e-05,2.4382893572098752e-05,2.4382893572098752e-05
1.297,0.009536143619813467,5.335075922286074e-05,2.443620783258967e-05,2.443620783258967e-05
1.298,0.009541869913538129,5.3423787339576924e-05,2.4489595102806428e-05,2.4489595102806428e-05
1.299,0.009547594086805965,5.349685221752969e-05,2.454305541952257e-05,2.454305541952257e-05
1.3,0.009553316140402182,5.35699538321066e-05,2.4596588819487027e-05,2.4596588819487027e-05
1.301,0.009559036075111702,5.3643092158706225e-05,2.4650195339424123e-05,2.4650195339424123e-05
1.302,0.009564753891719149,5.371626717273814e-05,2.4703875016033582e-05,2.4703875016033582e-05
1.303,0.009570469591008861,5.378947884962293e-05,2.475762788599055e-05,2.475762788599055e-05
1.304,0.009576183173764886,5.386272716479216e-05,2.481145398594559e-05,2.481145398594559e-05
1.305,0.00958189464077098,5.3936012093688416e-05,2.486535335252471e-05,2.486535335252471e-05
1.306,0.009587603992810608,5.4009333611765245e-05,2.4919326022329362e-05,2.4919326022329362e-05
1.307,0.009593311230666946,5.40826916944872e-05,2.4973372031936456e-05,2.4973372031936456e-05
1.308,0.00959901635512288,5.415608631732979e-05,2.5027491417898378e-05,2.5027491417898378e-05
1.309,0.009604719366961004,5.422951745577952e-05,2.5081684216742985e-05,2.5081684216742985e-05
1.31,0.009610420266963628,5.430298508533386e-05,2.513595046497364e-05,2.513595046497364e-05
1.311,0.009616119055912767,5.437648918150123e-05,2.5190290199069193e-05,2.5190290199069193e-05
1.312,0.009621815734590146,5.4450029719801045e-05,2.524470345548402e-05,2.524470345548402e-05
1.313,0.009627510303777205,5.452360667576365e-05,2.5299190270648015e-05,2.5299190270648015e-05
1.314,0.00963320276425509,5.459722002493035e-05,2.5353750680966613e-05,2.5353750680966613e-05
1.315,0.00963889311680466,5.4670869742853404e-05,2.5408384722820792e-05,2.5408384722820792e-05
1.316,0.009644581362206486,5.4744555805096015e-05,2.546309243256709e-05,2.546309243256709e-05
1.317,0.009650267501240848,5.481827818723232e-05,2.5517873846537614e-05,2.5517873846537614e-05
1.318,0.009655951534687738,5.489203686484739e-05,2.5572729001040047e-05,2.5572729001040047e-05
1.319,0.009661633463326859,5.4965831813537246e-05,2.5627657932357667e-05,2.5627657932357667e-05
1.32,0.009667313287937624,5.5039663008908814e-05,2.5682660676749348e-05,2.5682660676749348e-05
1.321,0.009672991009299158,5.511353042657995e-05,2.5737737270449584e-05,2.5737737270449584e-05
1.322,0.009678666628190299,5.5187434042179435e-05,2.5792887749668485e-05,2.5792887749668485e-05
1.323,0.009684340145389596,5.526137383134695e-05,2.58481121505918e-05,2.58481121505918e-05
1.324,0.009690011561675309,5.5335349769733106e-05,2.590341050938092e-05,2.590341050938092e-05
1.325,0.00969568087782541,5.54093618329994e-05,2.5958782862172892e-05,2.5958782862172892e-05
1.326,0.009701348094617581,5.548340999681823e-05,2.6014229245080437e-05,2.6014229245080437e-05
1.327,0.009707013212829222,5.555749423687291e-05,2.6069749694191943e-05,2.6069749694191943e-05
1.328,0.009712676233237438,5.563161452885762e-05,2.6125344245571493e-05,2.6125344245571493e-05
1.329,0.00971833715661905,5.570577084847745e-05,2.618101293525887e-05,2.618101293525887e-05
1.33,0.00972399598375059,5.577996317144837e-05,2.6236755799269565e-05,2.6236755799269565e-05
1.331,0.009729652715408306,5.585419147349721e-05,2.6292572873594792e-05,2.6292572873594792e-05
1.332,0.009735307352368152,5.5928455730361696e-05,2.63484641942015e-05,2.63484641942015e-05
1.333,0.009740959895405802,5.600275591779041e-05,2.6404429797032372e-05,2.6404429797032372e-05
1.334,0.009746610345296636,5.6077092011542806e-05,2.6460469718005855e-05,2.6460469718005855e-05
1.335,0.009752258702815752,5.6151463987389205e-05,2.6516583993016155e-05,2.6516583993016155e-05
1.336,0.009757904968737957,5.622587182111078e-05,2.6572772657933256e-05,2.6572772657933256e-05
1.337,0.009763549143837775,5.630031548849955e-05,2.662903574860293e-05,2.662903574860293e-05
1.338,0.00976919122888944,5.637479496535839e-05,2.6685373300846743e-05,2.6685373300846743e-05
1.339,0.009774831224666903,5.6449310227501024e-05,2.674178535046207e-05,2.674178535046207e-05
1.34,0.009780469131943822,5.6523861250752004e-05,2.6798271933222112e-05,2.6798271933222112e-05
1.341,0.009786104951493577,5.659844801094673e-05,2.685483308487589e-05,2.685483308487589e-05
1.342,0.009791738684089253,5.6673070483931426e-05,2.6911468841148268e-05,2.6911468841148268e-05
1.343,0.009797370330503655,5.674772864556314e-05,2.6968179237739966e-05,2.6968179237739966e-05
1.344,0.0098029998915093,5.682242247170975e-05,2.7024964310327564e-05,2.7024964310327564e-05
1.345,0.009808627367878419,5.689715193824994e-05,2.7081824094563515e-05,2.7081824094563515e-05
1.346,0.009814252760382955,5.697191702107323e-05,2.7138758626076156e-05,2.7138758626076156e-05
1.347,0.009819876069794568,5.704671769607992e-05,2.7195767940469722e-05,2.7195767940469722e-05
1.348,0.009825497296884629,5.712155393918114e-05,2.725285207332435e-05,2.725285207332435e-05
1.349,0.009831116442424227,5.719642572629882e-05,2.731001106019609e-05,2.731001106019609e-05
1.35,0.009836733507184163,5.7271333033365656e-05,2.7367244936616932e-05,2.7367244936616932e-05
1.351,0.009842348491934955,5.734627583632518e-05,2.742455373809479e-05,2.742455373809479e-05
1.352,0.009847961397446833,5.742125411113168e-05,2.748193750011353e-05,2.748193750011353e-05
1.353,0.009853572224489744,5.7496267833750234e-05,2.7539396258132987e-05,2.7539396258132987e-05
1.354,0.009859180973833348,5.757131698015672e-05,2.759693004758896e-05,2.759693004758896e-05
1.355,0.00986478764624702,5.7646401526337756e-05,2.7654538903893227e-05,2.7654538903893227e-05
1.356,0.00987039224249985,5.7721521448290754e-05,2.771222286243356e-05,2.771222286243356e-05
1.357,0.009875994763360648,5.779667672202389e-05,2.7769981958573734e-05,2.7769981958573734e-05
1.358,0.009881595209597933,5.78718673235561e-05,2.782781622765354e-05,2.782781622765354e-05
1.359,0.00988719358197994,5.794709322891708e-05,2.788572570498879e-05,2.788572570498879e-05
1.36,0.009892789881274625,5.802235441414727e-05,2.794371042587133e-05,2.794371042587133e-05
1.361,0.009898384108249654,5.809765085529786e-05,2.8001770425569056e-05,2.8001770425569056e-05
1.362,0.00990397626367241,5.8172982528430806e-05,2.8059905739325917e-05,2.8059905739325917e-05
1.363,0.009909566348309994,5.8248349409618774e-05,2.8118116402361936e-05,2.8118116402361936e-05
1.364,0.00991515436292922,5.832375147494519e-05,2.8176402449873204e-05,2.8176402449873204e-05
1.365,0.009920740308296622,5.839918870050419e-05,2.8234763917031904e-05,2.8234763917031904e-05
1.366,0.009926324185178444,5.8474661062400664e-05,2.8293200838986323e-05,2.8293200838986323e-05
1.367,0.009931905994340653,5.855016853675021e-05,2.8351713250860856e-05,2.8351713250860856e-05
1.368,0.009937485736548927,5.862571109967914e-05,2.8410301187756017e-05,2.8410301187756017e-05
1.369,0.009943063412568665,5.870128872732449e-05,2.8468964684748454e-05,2.8468964684748454e-05
1.37,0.009948639023164979,5.8776901395834006e-05,2.8527703776890955e-05,2.8527703776890955e-05
1.371,0.0099542125691027,5.8852549081366134e-05,2.858651849921246e-05,2.858651849921246e-05
1.372,0.009959784051146373,5.8928231760090024e-05,2.864540888671808e-05,2.864540888671808e-05
1.373,0.009965353470060263,5.900394940818553e-05,2.8704374974389096e-05,2.8704374974389096e-05
1.374,0.009970920826608349,5.907970200184319e-05,2.876341679718297e-05,2.876341679718297e-05
1.375,0.00997648612155433,5.915548951726424e-05,2.882253439003337e-05,2.882253439003337e-05
1.3760000000000001,0.009982049355661621,5.923131193066059e-05,2.8881727787850158e-05,2.8881727787850158e-05
1.377,0.009987610529693356,5.9307169218254846e-05,2.8940997025519424e-05,2.8940997025519424e-05
1.3780000000000001,0.009993169644412382,5.938306135628027e-05,2.9000342137903478e-05,2.9000342137903478e-05
1.379,0.009998726700581268,5.945898832098081e-05,2.9059763159840875e-05,2.9059763159840875e-05
1.3800000000000001,0.010004281698962296,5.9534950088611086e-05,2.9119260126146416e-05,2.9119260126146416e-05
1.381,0.010009834640317471,5.961094663543636e-05,2.9178833071611163e-05,2.9178833071611163e-05
1.3820000000000001,0.010015385525408513,5.9686977937732575e-05,2.9238482031002448e-05,2.9238482031002448e-05
1.383,0.01002093435499686,5.976304397178632e-05,2.929820703906388e-05,2.929820703906388e-05
1.3840000000000001,0.010026481129843669,5.983914471389483e-05,2.935800813051537e-05,2.935800813051537e-05
1.385,0.010032025850709813,5.9915280140365994e-05,2.9417885340053124e-05,2.9417885340053124e-05
1.3860000000000001,0.010037568518355886,5.999145022751834e-05,2.9477838702349662e-05,2.9477838702349662e-05
1.387,0.0100431091335422,6.006765495168104e-05,2.953786825205383e-05,2.953786825205383e-05
1.3880000000000001,0.010048647697028781,6.0143894289193876e-05,2.9597974023790807e-05,2.9597974023790807e-05
1.389,0.01005418420957538,6.022016821640729e-05,2.9658156052162118e-05,2.9658156052162118e-05
1.3900000000000001,0.010059718671941463,6.029647670968233e-05,2.9718414371745642e-05,2.9718414371745642e-05
1.391,0.010065251084886215,6.037281974539067e-05,2.9778749017095626e-05,2.9778749017095626e-05
1.3920000000000001,0.010070781449168542,6.04491972999146e-05,2.9839160022742693e-05,2.9839160022742693e-05
1.393,0.010076309765547065,6.052560934964703e-05,2.989964742319386e-05,2.989964742319386e-05
1.3940000000000001,0.010081836034780129,6.060205587099146e-05,2.9960211252932527e-05,2.9960211252932527e-05
1.395,0.010087360257625794,6.067853684036201e-05,3.0020851546418517e-05,3.0020851546418517e-05
1.3960000000000001,0.010092882434841842,6.075505223418339e-05,3.0081568338088067e-05,3.0081568338088067e-05
1.397,0.010098402567185773,6.083160202889092e-05,3.0142361662353847e-05,3.0142361662353847e-05
1.3980000000000001,0.010103920655414806,6.090818620093048e-05,3.020323155360496e-05,3.020323155360496e-05
1.399,0.01010943670028588,6.098480472675857e-05,3.026417804620697e-05,3.026417804620697e-05
1.4000000000000001,0.010114950702555657,6.106145758284225e-05,3.0325201174501894e-05,3.0325201174501894e-05
1.401,0.010120462662980513,6.113814474565918e-05,3.038630097280823e-05,3.038630097280823e-05
1.4020000000000001,0.010125972582316546,6.121486619169757e-05,3.044747747542095e-05,3.044747747542095e-05
1.403,0.010131480461319578,6.129162189745621e-05,3.050873071661153e-05,3.050873071661153e-05
1.4040000000000001,0.010136986300745146,6.136841183944446e-05,3.057006073062794e-05,3.057006073062794e-05
1.405,0.01014249010134851,6.144523599418225e-05,3.0631467551694666e-05,3.0631467551694666e-05
1.4060000000000001,0.01014799186388465,6.152209433820004e-05,3.0692951214012725e-05,3.0692951214012725e-05
1.407,0.010153491589108265,6.159898684803885e-05,3.075451175175967e-05,3.075451175175967e-05
1.408,0.010158989277773775,6.167591350025026e-05,3.08161491990896e-05,3.08161491990896e-05
1.409,0.010164484930635322,6.175287427139641e-05,3.087786359013315e-05,3.087786359013315e-05
1.41,0.010169978548446767,6.182986913804994e-05,3.0939654958997556e-05,3.0939654958997556e-05
1.411,0.010175470131961694,6.190689807679404e-05,3.1001523339766614e-05,3.1001523339766614e-05
1.412,0.010180959681933405,6.198396106422246e-05,3.1063468766500704e-05,3.1063468766500704e-05
1.413,0.010186447199114927,6.206105807693944e-05,3.112549127323682e-05,3.112549127323682e-05
1.414,0.010191932684259004,6.213818909155977e-05,3.118759089398855e-05,3.118759089398855e-05
1.415,0.010197416138118105,6.221535408470874e-05,3.124976766274611e-05,3.124976766274611e-05
1.416,0.010202897561444416,6.229255303302215e-05,3.131202161347636e-05,3.131202161347636e-05
1.417,0.010208376954989848,6.236978591314634e-05,3.137435278012276e-05,3.137435278012276e-05
1.418,0.010213854319506032,6.244705270173814e-05,3.143676119660547e-05,3.143676119660547e-05
1.419,0.010219329655744323,6.252435337546486e-05,3.1499246896821284e-05,3.1499246896821284e-05
1.42,0.010224802964455793,6.260168791100436e-05,3.156180991464367e-05,3.156180991464367e-05
1.421,0.010230274246391242,6.267905628504494e-05,3.162445028392279e-05,3.162445028392279e-05
1.422,0.010235743502301185,6.275645847428543e-05,3.1687168038485494e-05,3.1687168038485494e-05
1.423,0.010241210732935867,6.28338944554351e-05,3.1749963212135334e-05,3.1749963212135334e-05
1.424,0.010246675939045248,6.291136420521377e-05,3.1812835838652577e-05,3.1812835838652577e-05
1.425,0.010252139121379015,6.298886770035166e-05,3.1875785951794216e-05,3.1875785951794216e-05
1.426,0.010257600280686575,6.306640491758953e-05,3.193881358529398e-05,3.193881358529398e-05
1.427,0.010263059417717059,6.314397583367854e-05,3.200191877286235e-05,3.200191877286235e-05
1.428,0.01026851653321932,6.322158042538038e-05,3.2065101548186545e-05,3.2065101548186545e-05
1.429,0.010273971627941931,6.329921866946717e-05,3.212836194493057e-05,3.212836194493057e-05
